N,P,alpha,seed,n_resolved,mean,median,std,iqr,min,max,gap,skewness,excess_kurtosis,path
5657,100,0.0176772140710624,1016,100,0.3518722178178515,0.3516159339874128,0.011356017651765691,0.012763337214062698,0.31869107757121473,0.37944223790769926,0.06075116033648453,-0.224126638022645,0.18972158992059107,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P100_s1016.npz
5657,100,0.0176772140710624,1017,100,0.3535830899427055,0.353900450874165,0.010604017109802896,0.01354237879389536,0.3154842177262468,0.3759816494399909,0.06049743171374411,-0.4710945508632478,0.7607828421160869,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P100_s1017.npz
5657,100,0.0176772140710624,1018,100,0.3526066639318003,0.35195251100591757,0.010821077453817487,0.01526432481474227,0.3303729856567743,0.38228897455323985,0.05191598889646554,0.1941109496510214,-0.30824250720609747,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P100_s1018.npz
5657,100,0.0176772140710624,1019,100,0.35513035030624074,0.3555501135777716,0.01059817447928827,0.01251598706041318,0.3292932048669158,0.3864261798514661,0.05713297498455028,0.11088304051497398,0.1437865841952135,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P100_s1019.npz
5657,283,0.05002651582110659,1000,283,0.26783044133697337,0.26827543868527143,0.013858968517109821,0.017079713378990335,0.21564012781683778,0.29793085842154216,0.08229073060470438,-0.46001488236930116,0.8035871614407286,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P283_s1000.npz
5657,283,0.05002651582110659,1001,283,0.26678761261721134,0.2683892121283896,0.01500226838544094,0.01748220509567605,0.1854159854555814,0.3046712364241255,0.11925525096854411,-0.7988452535628425,2.531290796585659,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P283_s1001.npz
5657,283,0.05002651582110659,1002,283,0.266512366355282,0.26693655599537963,0.014541843825711937,0.019513584452457267,0.22047423570911223,0.3086250876474925,0.08815085193838029,-0.3783048784702129,0.399021413110038,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P283_s1002.npz
5657,283,0.05002651582110659,1003,283,0.26745627874973626,0.2682902624966833,0.014365998700906839,0.01751347347872695,0.20358687812187093,0.30390668965847,0.10031981153659908,-0.5044065775513727,1.583194929661122,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P283_s1003.npz
5657,283,0.05002651582110659,1004,283,0.266704134021051,0.26718467619730757,0.015508695470753986,0.01998172882259558,0.21399111416864441,0.30355674154695844,0.08956562737831403,-0.34108918240417385,0.453859810173328,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P283_s1004.npz
5657,283,0.05002651582110659,1005,283,0.2682322935083892,0.27006016747929007,0.014977671520296661,0.020417117687580533,0.2167428363552369,0.3058001173488213,0.0890572809935844,-0.46921873209692055,0.6072155424086612,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P283_s1005.npz
5657,283,0.05002651582110659,1006,283,0.26663031405028037,0.26720377654246763,0.014003390885884572,0.01796546423572981,0.2190962833966152,0.2972086163949317,0.07811233299831649,-0.5241888613223693,0.3130441931864705,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P283_s1006.npz
